event_id,prompt,history,summary,his_len,type,instruction,output,response
836911,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious red truck in the facilities department parking lot that was advertising a group called Med Men. The user provided the make and model of the truck, as well as the advertising on the truck. The user also provided their phone number in case an officer had questions for them.


 
 User:  Dear dps, Earlier [2023-02-27 14:30] there was a suspicious red truck across the Drescher bus stop in the facilities department parking lot. I was wondering if this vehicle was suppose to be there. Because the driver seemed like he was soliciting due to the advertising on the truck. Thank you as this was bothering me when I thought about it. 
 Dispatcher:  Thank you for contacting the department of [ACME Police]. How long ago was this? 
 User:  About 2 hours ago when the shuttle arrived 
 Dispatcher:  Thank you for this information, Do you happen to have the make and model of the truck? Also what type of advertising the the truck have? 
 Dispatcher:  May I have your phone number, in the event an officer has questions for you. 
 User:  The red truck was advertising this group called Med Men and it seemed like it was for drugs. The driver was wearing a black shirt with a gold chain. 
 User:  (555) 123-4567 is my number 
 Dispatcher:  Thank you I have sent officers to investigate 
 User: ","[['User', 'Dear dps, Earlier [2023-02-27 14:30] there was a suspicious red truck across the Drescher bus stop in the facilities department parking lot. I was wondering if this vehicle was suppose to be there. Because the driver seemed like he was soliciting due to the advertising on the truck. Thank you as this was bothering me when I thought about it.'], ['Dispatcher', 'Thank you for contacting the department of [ACME Police]. How long ago was this?'], ['User', 'About 2 hours ago when the shuttle arrived'], ['Dispatcher', 'Thank you for this information, Do you happen to have the make and model of the truck? Also what type of advertising the the truck have?'], ['Dispatcher', 'May I have your phone number, in the event an officer has questions for you.'], ['User', 'The red truck was advertising this group called Med Men and it seemed like it was for drugs. The driver was wearing a black shirt with a gold chain.'], ['User', '(555) 123-4567 is my number'], ['Dispatcher', 'Thank you I have sent officers to investigate'], ['User', 'Their were other people there as well guiding the truck to park.']]","The user reported a suspicious red truck in the facilities department parking lot that was advertising a group called Med Men. The user provided the make and model of the truck, as well as the advertising on the truck. The user also provided their phone number in case an officer had questions for them.
",10,SuspiciousActivity,Thank you I have sent officers to investigate,Their were other people there as well guiding the truck to park.,"Thank you so much for your help! 
"
837185,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a group of five people who were jumping around the tables and yelling obscenities in a park. They were unable to provide a description due to the darkness. The user reported that two of the group had left the park and were walking down an alley towards the basketball court.


 
 User:  Citizen. There are 5 people in the picnic shelter they are jumping around the tables and yelling obscenities. Cannot make a description because it is too dark. 
 Dispatcher:  Thank you for the information we have New York City Police Department pd responding to the location. 
 User: ","[['User', 'Citizen. There are 5 people in the picnic shelter they are jumping around the tables and yelling obscenities. Cannot make a description because it is too dark.'], ['Dispatcher', 'Thank you for the information we have New York City Police Department pd responding to the location.'], ['User', 'They are now leaving the park. Walking towards the basketball court. Down that alley heading west.']]","The user reported a group of five people who were jumping around the tables and yelling obscenities in a park. They were unable to provide a description due to the darkness. The user reported that two of the group had left the park and were walking down an alley towards the basketball court.
",10,SuspiciousActivity,Thank you for the information we have New York City Police Department pd responding to the location.,They are now leaving the park. Walking towards the basketball court. Down that alley heading west.,"Oh, great. Thank you so much. 
"
837358,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a disturbance at Blessing, a building in Chicago. The user did not provide any additional information about the disturbance.


 
 User:  People in Blessing yelling and throwing heavy items on the floor. 
 Dispatcher:  Can you advise which building 
 User: ","[['User', 'People in Blessing yelling and throwing heavy items on the floor.'], ['Dispatcher', 'Can you advise which building'], ['User', 'Blessing']]","The user reported a disturbance at Blessing, a building in Chicago. The user did not provide any additional information about the disturbance.
",10,NoiseDisturbance,Can you advise which building,Blessing,"Blessing.
"
838082,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious activity near campus, where a ""Bible study"" group was talking to people on campus. The address provided was a parking lot near an Autozone, and the user had never heard of a church group meeting in a parking lot to talk about God. The user also stated that the address was 15 minutes away from campus.


 
 User:  This is from a “Bible study” group that was talking to people on campus 2023-02-27. The address is a parking lot near an Autozone. No church is anywhere around it. I know people are saying that this stuff is a hoax but I've never heard of a church group meeting in a parking lot to talk about God—I've been to tons of Bible studies. Also, this address is 15 minutes away from campus. Just thought y'all should know. Thank you! 
 Dispatcher:  Thank you for contacting FPD Police. Would you like to speak to an Officer? 
 User: ","[['User', ""This is from a “Bible study” group that was talking to people on campus 2023-02-27. The address is a parking lot near an Autozone. No church is anywhere around it. I know people are saying that this stuff is a hoax but I've never heard of a church group meeting in a parking lot to talk about God—I've been to tons of Bible studies. Also, this address is 15 minutes away from campus. Just thought y'all should know. Thank you!""], ['Dispatcher', 'Thank you for contacting FPD Police. Would you like to speak to an Officer?'], ['User', 'I Baptist Church okay, thank you though.']]","The user reported a suspicious activity near campus, where a ""Bible study"" group was talking to people on campus. The address provided was a parking lot near an Autozone, and the user had never heard of a church group meeting in a parking lot to talk about God. The user also stated that the address was 15 minutes away from campus.
",10,SuspiciousActivity,Thank you for contacting FPD Police. Would you like to speak to an Officer?,"I Baptist Church okay, thank you though.","Yes, please. I'm not sure what's going on, but I don't think it's right. 
"
838632,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported that a car that had been ticketed for illegally parking was parked in the same spot again. The user reported that the car had not been ticketed again, but the user wanted to report the situation to the police. The dispatcher advised the user to call the parking services department, and the user thanked the dispatcher.


 
 User:  parking services couldn't help me, so I just wanted to report to you all that the same car reported [John Smith] ticketed for being illegally parked between life sciences and [ABC University] is parked there again now. 
 Dispatcher:  Okay, has the vehicle been ticketed 
 User:  Not today. 
 Dispatcher:  Unfortunately they are the department that tickets and tow. I'll let them know again 
 User: ","[['User', ""parking services couldn't help me, so I just wanted to report to you all that the same car reported [John Smith] ticketed for being illegally parked between life sciences and [ABC University] is parked there again now.""], ['Dispatcher', 'Okay, has the vehicle been ticketed'], ['User', 'Not today.'], ['Dispatcher', ""Unfortunately they are the department that tickets and tow. I'll let them know again""], ['User', 'Silver [ABC University] accord. Thanks']]","The user reported that a car that had been ticketed for illegally parking was parked in the same spot again. The user reported that the car had not been ticketed again, but the user wanted to report the situation to the police. The dispatcher advised the user to call the parking services department, and the user thanked the dispatcher.
",10,AccidentTrafficParking,Unfortunately they are the department that tickets and tow. I'll let them know again,Silver [ABC University] accord. Thanks,"Thank you so much. 
"
838668,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a noise complaint to the police department. The dispatcher acknowledged the call and informed the user that officers were on their way. The user clarified that they had meant to type ""nonstop screaming/extremely loud volume"" instead of ""nonstop screaming/extremely loud volume."" The dispatcher confirmed that they had already relayed the message to the officers.


 
 User:  ### ### nonstop screaming/extremely loud volume 
 Dispatcher:  Thank You For Calling 
 User:  I meant to type ### not ### 
 User:  ### ### 
 Dispatcher:  Officers are on their way. Please let us know if anything else goes on prior to us arriving. 
 User:  Ok 
 User: ","[['User', '### ### nonstop screaming/extremely loud volume'], ['Dispatcher', 'Thank You For Calling'], ['User', 'I meant to type ### not ###'], ['User', '### ###'], ['Dispatcher', 'Officers are on their way. Please let us know if anything else goes on prior to us arriving.'], ['User', 'Ok'], ['User', 'Can you let them know it is ### not ###']]","The user reported a noise complaint to the police department. The dispatcher acknowledged the call and informed the user that officers were on their way. The user clarified that they had meant to type ""nonstop screaming/extremely loud volume"" instead of ""nonstop screaming/extremely loud volume."" The dispatcher confirmed that they had already relayed the message to the officers.
",10,NoiseDisturbance,Ok,Can you let them know it is ### not ###,"Thank you for your help! 
"
838792,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious person, a Middle Eastern man walking around the ABC Building on the 2nd and 3rd floors with a cardboard box. The user provided the man's physical description (wearing a blue shirt and khaki pants), the direction he was headed when the user last saw him, and the location where the user last saw him (downstairs in the stairwell on the east entrance).


 
 User:  A Middle Eastern man walking around the ABC Building on the 2nd and 3rd floors with a cardboard box. 
 Dispatcher:  Can you tell me what color shirt and pants the man is wearing along with the direction he was headed when you last saw him? 
 Dispatcher:  Officers are on the way. Can you provide me with any additional information? 
 User: ","[['User', 'A Middle Eastern man walking around the ABC Building on the 2nd and 3rd floors with a cardboard box.'], ['Dispatcher', 'Can you tell me what color shirt and pants the man is wearing along with the direction he was headed when you last saw him?'], ['Dispatcher', 'Officers are on the way. Can you provide me with any additional information?'], ['User', 'He was last headed downstairs in the stairwell on the east entrance']]","The user reported a suspicious person, a Middle Eastern man walking around the ABC Building on the 2nd and 3rd floors with a cardboard box. The user provided the man's physical description (wearing a blue shirt and khaki pants), the direction he was headed when the user last saw him, and the location where the user last saw him (downstairs in the stairwell on the east entrance).
",10,SuspiciousActivity,Officers are on the way. Can you provide me with any additional information?,He was last headed downstairs in the stairwell on the east entrance,"He was going downstairs in the stairwell on the east entrance. 
"
839093,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was disturbed by the loud music coming from the apartment next door. The user provided the address of the apartment,  Broad and Belvidere Student Apartments [GPE], and the floor it was on (2nd).


 
 User:  Broad and Belvidere Student Apartments [GPE] is playing their music extremely loud that it is vibrating the floor. 
 Dispatcher:  Thanks for the information, we will have a unit respond to the area. 
 Dispatcher:  Can you advise what floor the apartment is on? 
 User: ","[['User', 'Broad and Belvidere Student Apartments [GPE] is playing their music extremely loud that it is vibrating the floor.'], ['Dispatcher', 'Thanks for the information, we will have a unit respond to the area.'], ['Dispatcher', 'Can you advise what floor the apartment is on?'], ['User', '2nd']]","The user was disturbed by the loud music coming from the apartment next door. The user provided the address of the apartment,  Broad and Belvidere Student Apartments [GPE], and the floor it was on (2nd).
",10,NoiseDisturbance,Can you advise what floor the apartment is on?,2nd,"Yes, it's on the 2nd floor.
"
839275,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was approached by two men who asked them to attend a bible study. The user reported the incident to campus police and provided details about the incident, including the date, time, and descriptions of the men who approached them. The user also provided information about the location of the incident, which was the University of California, Los Angeles (UCLA) campus.


 
 User:  I know people have been talking about this sex-trafficking thing happening at a few colleges - I don't know what's true/what's not, it's like game telephone, things get misconstrued pretty fast. The other day, the two guys came to our table and asked us if we wanted to come to bible study. They said it's every Thursday at 7pm on the 3rd floor of the student center - I don't know if y'all knew that and I don't know if these are the guys or if there really is bible study every Thursday- but i was told people are going around asking others to join a “bible study” that was really something else - like John Smith.If i can do something, i'd be happy to help 
 Dispatcher:  Thank you for the information. We are asking for information to be emailed to [report@campuspolice.edu](mailto:report@campuspolice.edu). 
 Dispatcher:  Please include the date, time, all descriptions of the the people who approached you along with everything that was said. 
 Dispatcher:  Also please include which campus this occurred on, the University of California, Los Angeles (UCLA) or the InterVarsity Christian Fellowship (IVCF). 
 User: ","[['User', ""I know people have been talking about this sex-trafficking thing happening at a few colleges - I don't know what's true/what's not, it's like game telephone, things get misconstrued pretty fast. The other day, the two guys came to our table and asked us if we wanted to come to bible study. They said it's every Thursday at 7pm on the 3rd floor of the student center - I don't know if y'all knew that and I don't know if these are the guys or if there really is bible study every Thursday- but i was told people are going around asking others to join a “bible study” that was really something else - like John Smith.If i can do something, i'd be happy to help""], ['Dispatcher', 'Thank you for the information. We are asking for information to be emailed to [report@campuspolice.edu](mailto:report@campuspolice.edu).'], ['Dispatcher', 'Please include the date, time, all descriptions of the the people who approached you along with everything that was said.'], ['Dispatcher', 'Also please include which campus this occurred on, the University of California, Los Angeles (UCLA) or the InterVarsity Christian Fellowship (IVCF).'], ['User', 'I sent it. It was Monday not Tuesday']]","The user was approached by two men who asked them to attend a bible study. The user reported the incident to campus police and provided details about the incident, including the date, time, and descriptions of the men who approached them. The user also provided information about the location of the incident, which was the University of California, Los Angeles (UCLA) campus.
",10,SuspiciousActivity,"Also please include which campus this occurred on, the University of California, Los Angeles (UCLA) or the InterVarsity Christian Fellowship (IVCF).",I sent it. It was Monday not Tuesday,"Okay, I'll email it right away. I don't know if it's a big deal, but I thought it was weird and wanted to report it.
"
839467,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was experiencing a disturbance in their room at Tremont Hall. They described the situation as multiple people shouting in the room after quiet hours on a Thursday night. The dispatcher responded by confirming that an officer would be sent to the scene.


 
 User:  Room ### in ### Tremont 
 Dispatcher:  whats the probl?em 
 User:  Multiple people shouting in the room after quiet hours on a Thursday night. 
 Dispatcher:  anything aggressive? 
 User:  No just very loud 
 Dispatcher:  ok ill send an officer 
 User: ","[['User', 'Room ### in ### Tremont'], ['Dispatcher', 'whats the probl?em'], ['User', 'Multiple people shouting in the room after quiet hours on a Thursday night.'], ['Dispatcher', 'anything aggressive?'], ['User', 'No just very loud'], ['Dispatcher', 'ok ill send an officer'], ['User', 'Thank you very much']]","The user was experiencing a disturbance in their room at Tremont Hall. They described the situation as multiple people shouting in the room after quiet hours on a Thursday night. The dispatcher responded by confirming that an officer would be sent to the scene.
",10,NoiseDisturbance,ok ill send an officer,Thank you very much,"Thank you 
"
840238,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a water outage in their building, and provided additional information about the outage, including that it had been ongoing for more than 24 hours. The user also requested that facilities be notified.


 
 User:  John Smith is New York City 
 Dispatcher:  Thank you. We will let facilities know 
 Dispatcher:  Is it the whole building 
 User: ","[['User', 'John Smith is New York City'], ['Dispatcher', 'Thank you. We will let facilities know'], ['Dispatcher', 'Is it the whole building'], ['User', 'Yes']]","The user reported a water outage in their building, and provided additional information about the outage, including that it had been ongoing for more than 24 hours. The user also requested that facilities be notified.
",10,FacilitiesMaintenance,Is it the whole building,Yes,"Yes, the whole building. It's been out for more than 24 hours now. 
"
840310,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious person at the University of California, Los Angeles. The user provided information about the person's appearance, including her height (5'4""), weight (121 lbs), and hair color (brown), and the location of the person's entrance into the building (front door and south side of the building). The dispatcher confirmed that the person did not match the description of the woman who was seen last semester.


 
 User:  A woman walked into [University of California, Los Angeles] just a few minutes ago and she looks like the woman who stole stuff last semester. 
 Dispatcher:  security on the way 
 Dispatcher:  did you see what door she entered the building from? 
 User: ","[['User', 'A woman walked into [University of California, Los Angeles] just a few minutes ago and she looks like the woman who stole stuff last semester.'], ['Dispatcher', 'security on the way'], ['Dispatcher', 'did you see what door she entered the building from?'], ['User', 'Front door and went to the south side of building']]","The user reported a suspicious person at the University of California, Los Angeles. The user provided information about the person's appearance, including her height (5'4""), weight (121 lbs), and hair color (brown), and the location of the person's entrance into the building (front door and south side of the building). The dispatcher confirmed that the person did not match the description of the woman who was seen last semester.
",10,TheftLostItem,did you see what door she entered the building from?,Front door and went to the south side of building,"the front door and the south side of the building. 
"
840634,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user found that their laundry machines were not working and placed a work order with [ACME Laundry Services] to have them check and make sure the reader is ok.


 
 User:  The box is out of service as well as the washer I just started. 
 Dispatcher:  Thank you for your tip! Unfortunately there isn't much we can do to assist aside from having you place a work order with [ACME Laundry Services] and try another laundry room. 
 User: ","[['User', 'The box is out of service as well as the washer I just started.'], ['Dispatcher', ""Thank you for your tip! Unfortunately there isn't much we can do to assist aside from having you place a work order with [ACME Laundry Services] and try another laundry room.""], ['User', 'They both came back online a second ago actually, but thanks for responding!']]","The user found that their laundry machines were not working and placed a work order with [ACME Laundry Services] to have them check and make sure the reader is ok.
",10,FacilitiesMaintenance,Thank you for your tip! Unfortunately there isn't much we can do to assist aside from having you place a work order with [ACME Laundry Services] and try another laundry room.,"They both came back online a second ago actually, but thanks for responding!","That's ok. I've already placed a work order with them. 
"
840691,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a sexual assault that happened to a Jane Doe, who lives in Fletcher Hall, and happened in her dorm. The user was unsure of the room number. The user reported the incident to the UCLA Police Department.


 
 User:  There are more pictures along with the attached but I wasn't able to attach them all. She lives in University of California, Los Angeles (UCLA) on campus but I am unsure of the room. Thank you! 
 Dispatcher:  Did this happen to you or someone else. Where did it happen? and possible name of person that was assaulted. 
 User:  This happened to Jane Doe who lives in Fletcher Hall and it happened in her dorm 
 Dispatcher:  Has she reported this to her Resident Advisor (RA)? University of California, Los Angeles (UCLA) Police Department (UCLAPD)? Can you make contact with us? 
 User:  IUCLA not sure if sheUCLA reported or told anyone yet but she posted it on one of her Instagram accounts 
 Dispatcher:  Thanks for this information. We will have officers look into this. If there is anything else that you can give us, feel free to contact us at 310-825-1661. We will keep it anonymous. Again thanks 
 User: ","[['User', ""There are more pictures along with the attached but I wasn't able to attach them all. She lives in University of California, Los Angeles (UCLA) on campus but I am unsure of the room. Thank you!""], ['Dispatcher', 'Did this happen to you or someone else. Where did it happen? and possible name of person that was assaulted.'], ['User', 'This happened to Jane Doe who lives in Fletcher Hall and it happened in her dorm'], ['Dispatcher', 'Has she reported this to her Resident Advisor (RA)? University of California, Los Angeles (UCLA) Police Department (UCLAPD)? Can you make contact with us?'], ['User', 'IUCLA not sure if sheUCLA reported or told anyone yet but she posted it on one of her Instagram accounts'], ['Dispatcher', 'Thanks for this information. We will have officers look into this. If there is anything else that you can give us, feel free to contact us at 310-825-1661. We will keep it anonymous. Again thanks'], ['User', 'Okay. Thank you so much']]","The user reported a sexual assault that happened to a Jane Doe, who lives in Fletcher Hall, and happened in her dorm. The user was unsure of the room number. The user reported the incident to the UCLA Police Department.
",10,HarassmentAbuse,"Thanks for this information. We will have officers look into this. If there is anything else that you can give us, feel free to contact us at 310-825-1661. We will keep it anonymous. Again thanks",Okay. Thank you so much,"Thank you so much! I really appreciate it. 
"
840850,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported that they were experiencing a strong smell of marijuana coming from a neighboring room (123) in Shaw Hall. The user was not able to meet the officer in person, but they were able to provide the location of the room and the time of day when the smell was present.


 
 User:  The hallway smells like weed coming from this room (123) and the smell seeps into my own room 
 Dispatcher:  NYPD. Just confirming it is Shaw Hall room 123? 
 User:  This happened on multiple occasions, it was present about 30 minutes ago but it’s fading now. 
 User:  Yes it is Shaw Hall 
 Dispatcher:  NYPD. We will send an officer as soon as we have someone available. 
 Dispatcher:  Are you able to meet? 
 User:  I would rather not be directly involved. 
 Dispatcher:  Also, in the future I recommend notifying your floor RA as well. Often they can take care of it in house a lot faster than we can. 
 User: ","[['User', 'The hallway smells like weed coming from this room (123) and the smell seeps into my own room'], ['Dispatcher', 'NYPD. Just confirming it is Shaw Hall room 123?'], ['User', 'This happened on multiple occasions, it was present about 30 minutes ago but it’s fading now.'], ['User', 'Yes it is Shaw Hall'], ['Dispatcher', 'NYPD. We will send an officer as soon as we have someone available.'], ['Dispatcher', 'Are you able to meet?'], ['User', 'I would rather not be directly involved.'], ['Dispatcher', 'Also, in the future I recommend notifying your floor RA as well. Often they can take care of it in house a lot faster than we can.'], ['User', 'Okay thanks!']]","The user reported that they were experiencing a strong smell of marijuana coming from a neighboring room (123) in Shaw Hall. The user was not able to meet the officer in person, but they were able to provide the location of the room and the time of day when the smell was present.
",10,DrugsAlcohol,"Also, in the future I recommend notifying your floor RA as well. Often they can take care of it in house a lot faster than we can.",Okay thanks!,"Okay, thank you for letting me know. 
"
841576,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a strong smell of weed in [LOC] B, which they suspected was coming from [GPE]. The user specified that the smell was coming from upstairs, and that they were not trying to be a snitch.


 
 User:  There is a strong smell of weed in [LOC] B. I think it is coming from [GPE] but not really sure. 
 Dispatcher:  [ORG] is en route. 
 Dispatcher:  upstairs or downstairs 
 User: ","[['User', 'There is a strong smell of weed in [LOC] B . I think it is coming from [GPE] but not really sure.'], ['Dispatcher', '[ORG] is en route.'], ['Dispatcher', 'upstairs or downstairs'], ['User', 'Upstairs']]","The user reported a strong smell of weed in [LOC] B, which they suspected was coming from [GPE]. The user specified that the smell was coming from upstairs, and that they were not trying to be a snitch.
",10,DrugsAlcohol,upstairs or downstairs,Upstairs,"Upstairs. 
"
841687,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a party with 50 people at 1234 Madbury Rd. The user did not provide a specific apartment number.


 
 User:  There's a huge party with like 50 people on the second floor and people are yelling and slamming doors. Address is 1234 Madbury Rd 
 Dispatcher:  Thank you for the tip, I will pass this on to NYPD. Is there a specific apartment number? 
 User: ","[['User', ""There's a huge party with like 50 people on the second floor and people are yelling and slamming doors. Address is 1234 Madbury Rd""], ['Dispatcher', 'Thank you for the tip, I will pass this on to NYPD. Is there a specific apartment number?'], ['User', 'Not really, it’s just kind of all over the second floor. Thank you!']]","The user reported a party with 50 people at 1234 Madbury Rd. The user did not provide a specific apartment number.
",10,NoiseDisturbance,"Thank you for the tip, I will pass this on to NYPD. Is there a specific apartment number?","Not really, it’s just kind of all over the second floor. Thank you!","No, just the second floor. 
"
841811,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a disturbance on the top floor of apartment 214 at Building X, but was unable to provide a specific apartment number. The user also stated that the disturbance was on the side of the apartment building closer to the other apartments. The user lived in apartment 123 Main St and reported that the disturbance was coming from the apartment above them. The dispatcher confirmed that officers were on scene and would provide an update shortly.


 
 User:  There's a lot of noise that seems to be coming from the top floor of apartment 214 at Building X 
 Dispatcher:  Do you have a specific apartment number? 
 User:  No 
 Dispatcher:  Okay. Officers have been dispatched to the New York City Police Department to look further into it. 
 User: ","[['User', ""There's a lot of noise that seems to be coming from the top floor of apartment 214 at Building X""], ['Dispatcher', 'Do you have a specific apartment number?'], ['User', 'No'], ['Dispatcher', 'Okay. Officers have been dispatched to the New York City Police Department to look further into it.'], ['User', 'But this is happening on the side closer to the other apartments']]","The user reported a disturbance on the top floor of apartment 214 at Building X, but was unable to provide a specific apartment number. The user also stated that the disturbance was on the side of the apartment building closer to the other apartments. The user lived in apartment 123 Main St and reported that the disturbance was coming from the apartment above them. The dispatcher confirmed that officers were on scene and would provide an update shortly.
",10,NoiseDisturbance,Okay. Officers have been dispatched to the New York City Police Department to look further into it.,But this is happening on the side closer to the other apartments,"Can you tell me if they're closer to my apartment or the other apartments on that side of the building? 
"
841919,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was concerned about two drunk girls who were being loud and disruptive on the third floor of UCLA. The user was able to provide information about the girls' location and physical description, and the dispatcher was able to confirm that the situation had been resolved.


 
 User:  There are two drunk girls on the third floor of UCLA sat in the middle of the hallway being extremely loud. Could someone please help them figure out where they are supposed to be 
 Dispatcher:  Yes, I will notify the officers. 
 User:  Thanks! 
 User: ","[['User', 'There are two drunk girls on the third floor of UCLA sat in the middle of the hallway being extremely loud. Could someone please help them figure out where they are supposed to be'], ['Dispatcher', 'Yes, I will notify the officers.'], ['User', 'Thanks!'], ['User', 'Hi, someone on my floor is walking them back to their dorm. Thank you for your help though! Please notify the officers that it won’t be necessary']]","The user was concerned about two drunk girls who were being loud and disruptive on the third floor of UCLA. The user was able to provide information about the girls' location and physical description, and the dispatcher was able to confirm that the situation had been resolved.
",10,NoiseDisturbance,Thanks!,"Hi, someone on my floor is walking them back to their dorm. Thank you for your help though! Please notify the officers that it won’t be necessary","Can you tell me if they are okay? 
"
841978,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user called the New York Police Department to report a noise disturbance at 123 West 45th Street. The user stated that they were hearing loud music coming from the building, and they were living in the same building as the noise source. The user did not require assistance from the police to gain access to the building.


 
 User:  Noise disturbance 123 West 45th Street, New York Police Department 
 Dispatcher:  Thank you for contacting New York Police Department. What type of noise are you hearing? 
 User:  Loud music 
 Dispatcher:  Thank You, do you reside at this location also? And would you like to meet with officers regarding the noise complaint your making? 
 User: ","[['User', 'Noise disturbance 123 West 45th Street, New York Police Department'], ['Dispatcher', 'Thank you for contacting New York Police Department. What type of noise are you hearing?'], ['User', 'Loud music'], ['Dispatcher', 'Thank You, do you reside at this location also? And would you like to meet with officers regarding the noise complaint your making?'], ['User', 'I live in the same building, the noise blasts through my room.']]","The user called the New York Police Department to report a noise disturbance at 123 West 45th Street. The user stated that they were hearing loud music coming from the building, and they were living in the same building as the noise source. The user did not require assistance from the police to gain access to the building.
",10,NoiseDisturbance,"Thank You, do you reside at this location also? And would you like to meet with officers regarding the noise complaint your making?","I live in the same building, the noise blasts through my room.","Yes, I live in the same building. 
"
